Age,Grade,Gender,Race,SES_Quartile,ParentalEducation,SchoolType,Locale,TestScore_Math,TestScore_Reading,TestScore_Science,GPA,AttendanceRate,StudyHours,InternetAccess,Extracurricular,PartTimeJob,ParentSupport,Romantic,FreeTime,GoOut
17,12,Male,White,2,Bachelors+,Public,Rural,82.30282895122727,75.04060465406867,79.45162891648548,3.143523633157176,0.9433584606960213,1.1974735083148529,1,0,0,1,0,3,2
14,9,Female,White,4,SomeCollege,Private,City,95.27985004093055,92.06383983868916,93.53001171925077,4.0,1.0,1.1726751579693009,1,0,0,0,0,2,2
18,12,Female,Hispanic,2,<HS,Public,Rural,94.24693082376837,100.0,93.50951317561352,3.5286685766742405,1.0,1.262247058868729,1,1,0,0,0,4,2
18,12,Female,White,2,SomeCollege,Public,Town,78.7154407415388,84.38507143215676,76.7102329065364,3.2522957032047803,0.9051608004323346,1.0621282977593802,1,0,0,0,1,4,3
14,9,Male,White,4,HS,Private,Rural,86.50596563899936,66.46330249405733,75.63503097213471,3.1871259845379534,0.9428663985574344,0.990975671216298,1,0,0,0,0,4,3
18,12,Male,White,3,HS,Private,Rural,67.9475033295953,72.28492809971263,64.84866121472086,2.8326600168219462,0.8760799389450025,0.7707939816518832,0,1,0,0,0,4,4
18,12,Male,Black,4,SomeCollege,Public,Rural,70.15194856312597,81.82463743058169,77.66152127612608,2.8845186295555933,0.8987640822019041,1.2635342272426655,1,0,0,1,0,3,1
17,12,Male,Asian,1,<HS,Public,City,76.32442256634741,66.50648871760725,71.64746552386265,2.9029220372644,0.8775642136241396,0.6513117513542039,1,0,0,1,0,3,3
18,12,Female,Hispanic,3,SomeCollege,Private,Rural,73.82463621710147,72.98764969181437,86.18522019007825,2.871356713259259,0.9343955883949008,0.7313425830620974,1,0,0,0,1,3,3
18,12,Male,White,3,SomeCollege,Private,Suburban,99.31282699287792,94.5100878708014,89.94480636456939,3.880780813372505,1.0,1.458101090073135,1,1,0,0,0,4,2
16,11,Female,Hispanic,2,SomeCollege,Public,Town,85.63685920481522,84.25044340740979,80.5990831770961,3.62195130133648,0.9423198434111048,1.272630063230899,1,1,0,1,0,3,3
14,9,Male,White,1,<HS,Public,Town,60.7936869039254,73.79008110597199,61.51415580066231,2.9082747744765656,0.8215523234119728,1.0086589478435768,1,1,0,1,1,3,2
17,12,Female,White,1,HS,Public,Town,84.22966174961111,87.54273910580346,85.85839552662483,3.480382535725565,0.9485438793362604,1.2632324755133817,1,1,1,0,0,3,3
16,11,Female,Black,2,Bachelors+,Public,Suburban,73.99137169315627,76.82216517705336,68.37897136400662,3.01977619341005,0.8975359835280315,1.6070879021086122,1,1,0,1,1,3,4
15,10,Female,Black,3,HS,Public,City,66.06594613327292,57.556096101099456,66.73955074585571,2.4047125111736127,0.8502327345844124,0.9748966478232082,1,0,0,0,0,3,2
18,12,Female,White,4,HS,Public,City,90.30711551336852,88.78168112174585,96.12708854563316,3.690339082900609,0.9683495276759274,1.0761277467374066,1,0,0,0,0,2,3
16,11,Female,Black,2,HS,Public,Suburban,70.72034462448983,78.7513963027482,72.55067930829573,3.135365920659668,0.8998833814181795,1.1076781042617476,0,1,0,0,1,2,2
18,12,Male,White,4,Bachelors+,Public,City,67.23874428013055,63.44186787532612,72.06721987319492,2.451946501117255,0.878446077089779,0.8473301454827344,1,1,0,0,1,1,2
17,12,Male,Black,3,SomeCollege,Private,Suburban,79.63632700189758,70.75195111205966,78.88369383951527,3.470913696191319,0.8791333145443144,0.9885171357267027,1,1,0,0,1,4,2
14,9,Female,White,1,HS,Public,City,67.58750106669027,55.28642803467571,73.35304837146569,2.323853787228603,0.8657064341597334,0.9044968684144564,1,1,0,0,0,2,2
15,10,Male,White,2,SomeCollege,Public,Rural,58.20653398225316,54.860508744267946,54.77202971579625,2.2137870747160995,0.8134384837475054,0.5886064619838418,1,1,1,1,1,4,2
18,12,Male,White,3,HS,Public,Rural,73.25343027426713,82.62524527237575,71.75260336812973,2.393891283092917,0.8993342662377288,0.7739113956001322,1,1,1,0,0,3,2
18,12,Male,Hispanic,1,<HS,Public,Rural,72.47144323259394,85.46186709278327,79.25791830338058,3.229740940992312,0.9155668791323892,1.037011112534691,0,0,1,1,0,4,2
18,12,Female,White,2,<HS,Public,City,64.74882165062813,57.26009792173444,69.421641623343,2.5468145637464064,0.8612558150750989,0.9276676642241368,1,0,0,0,0,4,3
16,11,Male,White,2,HS,Public,Suburban,61.99349112606072,78.38492527349561,75.59289564966602,3.09385274971708,0.8720098942725201,0.5735052233557238,1,0,0,0,1,4,3
18,12,Male,Hispanic,4,SomeCollege,Private,City,100.0,99.28202870801276,94.91085301033738,4.0,1.0,1.593915622759693,1,0,0,1,1,2,2
17,12,Male,White,4,Bachelors+,Public,Rural,62.03255909368069,67.35513706338108,75.91176778803161,2.5579460895667685,0.8780083175183477,1.5496650178092652,1,0,0,0,1,3,3
16,11,Female,White,4,SomeCollege,Private,Rural,78.79692188568399,75.67977265131925,88.67739200635995,3.78332851027617,0.9320952430476084,1.0751512609334035,1,1,0,1,0,2,2
16,11,Male,Hispanic,2,<HS,Public,City,78.59546378926545,57.37649081504233,69.2120018977833,2.9298000730067937,0.8340833239626447,1.1672062400559209,0,1,0,1,0,2,1
14,9,Male,Hispanic,1,HS,Public,Rural,82.6510147487384,86.75961536547989,79.42483746098598,3.6000292025851524,0.9601128068112144,1.3634296112123103,0,1,0,0,0,4,1
18,12,Female,White,4,SomeCollege,Public,Suburban,82.23542304931979,80.88962306635307,73.07577873808651,2.6684506978048868,0.9326774523279564,1.6803302295648006,1,1,0,1,0,3,1
17,12,Female,Black,3,HS,Private,Suburban,67.9549397356027,62.43328811242344,60.20820389517903,2.425243306099153,0.8577317976611439,0.7057289499921039,1,0,0,0,0,3,4
18,12,Female,White,3,SomeCollege,Private,City,74.87272138925445,75.55046112547919,66.1629836013054,2.631183630110211,0.8935763465722039,1.0462300718790964,1,0,1,1,0,1,2
14,9,Female,Hispanic,4,Bachelors+,Public,City,56.0116648273428,70.09820844912993,66.89322183492537,2.6949185227983112,0.8241027444880937,0.9206716511924184,1,1,1,0,0,3,2
17,12,Male,White,3,SomeCollege,Public,City,78.69158357599741,66.39677303344371,79.51021513946574,2.670439611661364,0.9184379165189256,0.3243119712178688,1,0,0,0,1,2,3
18,12,Female,Other,4,Bachelors+,Public,Town,86.68755708691792,82.12702969615407,75.50069310630394,2.666597774559201,0.9591874900086412,1.193491657233697,1,0,0,0,1,2,3
18,12,Female,White,2,HS,Public,Rural,97.40534267142492,94.95868735721432,100.0,3.715440334183454,1.0,1.029298518512754,1,0,0,0,0,4,2
18,12,Male,Hispanic,3,HS,Public,Town,78.76989533672447,70.55644803591593,62.40399495661424,2.8495447601940427,0.8577022419636026,0.7726530237506077,0,0,0,1,0,2,1
17,12,Female,Hispanic,3,HS,Public,Rural,73.06461020274529,77.30226434267239,79.30804105109311,3.028711414882524,0.8854712373332491,0.8947541495661728,0,1,0,0,0,2,1
17,12,Female,Hispanic,3,Bachelors+,Public,Suburban,70.89369490840967,75.28332427218939,81.51760476986743,2.9022103001570856,0.8966597560108649,0.936789510610902,0,0,0,1,0,4,1
14,9,Male,Hispanic,1,<HS,Public,Suburban,77.0023131408158,76.04978938480455,79.86901386082245,2.970910902044393,0.8758984157213879,0.7011161023818715,1,1,0,0,0,3,1
15,10,Female,Black,1,<HS,Public,Rural,69.65002980834163,74.81652074692718,71.657360234854,2.854651538935894,0.9009277652672392,0.9388842860041472,0,0,0,0,1,3,2
17,12,Female,Black,4,Bachelors+,Public,Suburban,64.55627846226804,59.73193332177942,59.86752530103761,2.5793660465574613,0.828823288102948,0.7106929584339149,1,0,0,1,1,4,2
16,11,Female,Hispanic,4,SomeCollege,Public,City,76.41265872321694,75.41856912787985,73.20301764445905,2.863698753256445,0.8862242267978188,1.2658140522639745,1,1,0,1,0,2,4
14,9,Male,Hispanic,4,Bachelors+,Public,Rural,73.62455892196769,69.78555800178654,78.74097455465348,2.848209691753185,0.9085938748039012,0.9686118910743136,1,1,0,1,0,3,2
15,10,Female,Black,3,HS,Public,Rural,90.48356962056316,90.75186959697538,80.12868102462197,3.672719402111477,0.9481040809819224,1.170390311829196,1,0,0,1,0,5,1
18,12,Female,Asian,2,HS,Public,Suburban,85.20132223170224,91.66859202439711,83.38010266915128,3.68018224686309,0.9885413490352476,1.2530120815145664,1,0,0,0,0,4,2
17,12,Female,Black,3,Bachelors+,Public,Rural,83.14258000462846,74.45114759217091,76.86519549955618,3.1429939242196987,0.9319126914652492,1.6523587063340568,1,1,0,1,0,2,3
18,12,Female,Other,4,SomeCollege,Private,Suburban,78.89299097364302,80.27700672369568,85.73764513309219,3.3931579368170945,0.9393985005353992,1.5879537199648004,1,1,0,1,0,2,1
15,10,Male,Black,1,HS,Public,City,68.31615189928337,68.22871299164926,68.92022335274494,2.5090739069886125,0.9032999490643512,0.315664182050983,1,0,0,0,0,4,3
15,10,Male,White,3,Bachelors+,Private,City,80.89112963300197,83.68022236386554,76.33692967407472,3.610838038104253,0.9266627534881136,1.2400213226127534,0,0,0,0,0,2,3
18,12,Female,Black,4,Bachelors+,Private,Town,70.68852126899058,75.0526565786009,80.90278968742567,3.1208073697105303,0.9398677519784348,1.207978558889919,1,1,0,0,0,5,2
18,12,Female,White,3,SomeCollege,Public,Suburban,69.96024632014836,68.0738404783331,77.5471076550122,2.986693677989164,0.8751469378823102,1.2231339306316735,1,0,0,0,0,3,1
14,9,Female,White,2,SomeCollege,Private,Suburban,65.5292073091018,70.56341762453101,65.88496640918764,2.8995989556385835,0.8713629486124042,0.1135046111759366,0,1,0,1,0,2,1
16,11,Female,Black,1,<HS,Public,Suburban,67.4215857790479,66.34479102184353,73.12670201080738,2.671421544490669,0.8670656041771744,0.4574857068878294,0,1,0,0,0,1,1
16,11,Female,Two-or-more,2,HS,Public,Suburban,82.4079824919358,67.34499125851603,79.81844527731575,3.1178838550007857,0.9027493399657304,0.8908388181037862,1,0,1,0,0,1,2
14,9,Male,White,1,SomeCollege,Public,Rural,90.31806534567644,85.60835666947045,86.53075306159859,3.73944752321095,0.9307364859017933,1.413468320061562,0,1,0,0,0,3,2
17,12,Female,White,1,SomeCollege,Private,Suburban,79.75188892632917,70.69489304790946,60.98313930658196,2.350817267057989,0.8498789642741421,0.8024164055617501,0,1,1,1,0,3,1
14,9,Female,White,4,SomeCollege,Private,Rural,89.75775859007751,88.69046807815585,84.24097342854623,3.049313216278576,0.9331843709675391,1.0703059736823528,1,1,0,1,1,4,1
16,11,Female,Black,4,SomeCollege,Public,City,64.11754337673904,67.3873528499245,66.88969741301469,2.6646088803458947,0.8283243144841472,0.7950558342104074,1,0,0,0,0,4,1
14,9,Female,Hispanic,2,SomeCollege,Public,Suburban,94.3197252713316,86.71565648437233,79.41328940195413,3.0026485621974173,0.9899208043126024,0.772347172111659,1,1,0,1,0,3,3
17,12,Male,White,1,HS,Public,Suburban,71.7624093544719,68.20278616371618,66.04851030949558,2.157835736462024,0.8472146453589997,0.382417944306212,1,0,0,0,0,2,4
16,11,Male,White,2,Bachelors+,Public,Suburban,69.36783053795074,87.1799984715828,76.95798558578221,3.307728493225905,0.9154465389180644,0.4644367732944873,1,0,0,1,0,4,1
18,12,Male,Hispanic,1,SomeCollege,Public,City,78.65634174322814,78.53895540262509,78.27133606619833,3.1279949021732545,0.9204945452394284,1.1119005624883924,0,0,0,0,0,4,3
18,12,Male,White,1,HS,Public,City,59.01227874870109,70.62900028275477,62.096048883254255,2.729448094767378,0.8344135393379885,0.9855148362344344,1,0,0,0,1,2,3
15,10,Male,Hispanic,2,HS,Public,City,69.81589554263994,74.69249139895318,71.75756894003501,2.605479011634708,0.904039158147308,1.1638209418580407,1,0,0,0,0,3,2
17,12,Female,White,1,HS,Public,Suburban,77.48033692679387,81.07730872532201,79.37443757700198,3.239445023785035,0.958444233470667,1.019200882865554,1,0,0,1,1,3,3
15,10,Female,White,2,<HS,Private,Town,63.75462565811879,75.62617730133347,58.1609762388624,3.229952612684279,0.8591601424008117,0.983914620407114,1,0,0,0,0,4,3
16,11,Female,Hispanic,3,SomeCollege,Private,City,88.82075701228155,74.79904111241747,84.21370122442931,2.5263720117657265,0.9390644101693948,1.3939494794202931,1,1,0,1,0,2,2
17,12,Female,Black,2,HS,Public,City,84.80577006246472,79.40535694631298,74.38816142849453,3.53537288652418,0.9230480739886944,1.490325032464913,1,1,0,0,1,2,1
15,10,Male,Hispanic,4,HS,Private,Suburban,83.47143810292933,92.12970837562293,85.44486905994097,3.323548410311558,0.9705701928579704,1.2941181404879507,1,1,1,1,0,3,1
14,9,Female,White,1,SomeCollege,Public,Town,77.4857803148622,74.46807468591871,76.34620465961663,3.115091193905484,0.919199927291034,1.5347632908801596,1,0,0,1,0,2,3
17,12,Male,White,2,<HS,Public,City,94.10217249984689,88.40751370812937,72.04468915970175,3.309460275530291,0.9801754734464414,1.333756763579888,1,1,0,0,0,3,1
18,12,Female,Hispanic,4,Bachelors+,Public,Suburban,79.84037942214256,91.12735224139324,84.12990288205526,3.2359855602827485,0.943043346021384,1.4276013295318757,1,0,0,1,0,5,3
17,12,Female,Asian,4,HS,Public,Suburban,66.06766143920689,64.28613537256639,66.34042888084885,2.4273663949533684,0.8495622174928744,0.5160969921735609,1,0,0,0,1,3,1
18,12,Female,Hispanic,4,SomeCollege,Public,Town,81.79363294020592,94.97375031015584,90.79995744555028,3.657369508583918,0.9777365253525236,0.8620725003758238,1,0,1,0,0,4,1
15,10,Female,Hispanic,1,<HS,Public,Rural,96.24431348184258,100.0,99.12969161533852,4.0,1.0,1.8565163734888883,1,1,0,1,0,4,3
14,9,Male,White,3,SomeCollege,Public,City,69.52106093578644,61.38337336224984,80.97327996410861,3.0243582562142124,0.9116015432934208,0.6245685115022153,0,1,0,1,0,2,1
15,10,Female,Black,1,HS,Public,City,75.60715295395222,70.13184706940866,72.30839019854469,2.53904621429663,0.8729554462301019,0.9006608287865809,1,0,0,1,0,3,3
18,12,Female,White,4,Bachelors+,Public,City,64.36209111966336,68.91603885323458,72.92151669618198,2.494075562938441,0.8905287438072439,0.511670921994817,1,1,1,0,0,5,1
18,12,Female,Black,4,SomeCollege,Public,Suburban,68.53820272593407,72.29091003537197,73.12535328086244,2.8521988631131525,0.8841179758219966,1.2029011491231347,1,1,0,1,0,3,2
18,12,Male,White,1,HS,Public,Rural,58.949938412489374,55.234946411866815,63.41431431648412,2.0884280871552336,0.7750163204305606,0.3022032624547857,1,1,0,0,0,3,1
18,12,Female,Hispanic,3,HS,Public,City,83.66243365438496,93.63039570193185,96.0139133599184,3.763486026737493,0.9452370313102209,0.8385380451082156,1,1,1,0,0,2,1
16,11,Female,Black,1,SomeCollege,Public,Town,83.05962503462777,71.38505268501565,84.65079174040622,3.527990300657222,0.9505726978309162,1.2791868251464282,1,0,0,0,0,4,3
16,11,Female,White,2,Bachelors+,Public,City,86.50628026760836,89.99999978603843,90.90048940110997,3.4152848129331854,0.9958469007425652,1.5711677739043473,1,0,0,1,1,4,3
18,12,Male,Hispanic,2,HS,Public,City,69.06003253356793,66.25502913891783,71.29592862131777,2.8067204387096507,0.9011040923233976,0.3180573709349156,1,0,0,0,1,3,1
16,11,Male,Hispanic,3,SomeCollege,Private,Suburban,74.72777539868022,78.67013200844552,90.67968051185464,2.9335010709763867,0.9489468088278616,1.308516881115519,1,0,0,1,0,3,2
18,12,Female,Hispanic,2,HS,Public,Suburban,81.88629526618575,85.04187349560996,78.42619610538186,3.0473781775546303,0.955734907785184,1.2725168191269267,1,1,0,1,1,3,2
17,12,Female,White,2,HS,Private,Suburban,80.57939501135331,70.48245684269209,55.842631014162,3.094497750380038,0.850434949404961,0.8937943965385967,0,0,0,0,1,4,2
15,10,Male,White,2,<HS,Private,City,90.19418992353728,72.85706841683042,82.47916339914399,3.32755856335991,0.9505735155758112,1.0927619082878484,0,1,0,0,0,2,2
14,9,Male,Hispanic,4,<HS,Private,Suburban,73.3203095794881,76.99083464589081,70.84646686740155,2.560276780483863,0.8729909533539498,0.8089365200041585,1,1,0,0,0,4,3
16,11,Female,Two-or-more,2,SomeCollege,Public,Town,69.84070281345348,75.16409285065126,75.32190885668786,2.753319252348531,0.8941906065353658,1.1804183436555895,1,1,0,1,0,4,2
14,9,Female,Hispanic,3,Bachelors+,Public,Suburban,74.56877601199766,77.43300791872679,72.42533433703801,3.189414301517316,0.8859581485620177,0.997051873382126,1,0,0,1,1,1,3
16,11,Female,White,4,Bachelors+,Private,City,56.341459263704365,66.01648773365153,62.002304483235065,2.195121280657799,0.8179686666033512,1.1191785622480586,1,1,0,0,0,3,2
14,9,Female,Two-or-more,2,SomeCollege,Private,Rural,69.29592587736062,59.71145532298337,55.31824268757954,2.464926857096691,0.8607870092715642,0.8786176862816383,0,1,1,1,0,4,2
16,11,Female,White,2,SomeCollege,Public,Suburban,67.95773482958367,50.69001246618223,59.26633438564954,2.105807636510071,0.8535217373389934,0.7056702763329831,1,0,0,1,0,5,2
15,10,Female,Hispanic,2,Bachelors+,Public,Suburban,93.0892103516738,76.45314449412086,83.30431054774205,2.986647689034014,0.9612669957202792,1.1475504687631193,1,1,0,0,1,1,1
17,12,Female,Hispanic,1,Bachelors+,Public,City,83.76348239825434,85.01838408190058,89.18563572706843,3.35017345197966,0.948564082040402,1.6245373217698296,0,1,0,1,0,3,1
18,12,Male,White,3,<HS,Public,Suburban,75.37750155251669,79.37847999529343,68.42120285489817,3.3026495665884803,0.9152007412840052,0.7591419928743848,1,1,1,0,0,3,3
14,9,Female,White,4,SomeCollege,Private,City,80.07995199269178,81.69519324921788,89.85451516286693,3.4408768919564023,0.9436818770348468,1.295959519903061,1,0,0,0,0,3,2
17,12,Male,White,4,Bachelors+,Public,Suburban,82.8507708265455,94.98559044752588,90.25719964784189,3.5233079865316137,0.9913614844270152,0.6199086419353478,1,0,0,1,0,2,1
16,11,Female,White,4,Bachelors+,Public,Suburban,79.63302702389204,86.48324978131451,94.21827635179494,4.0,0.9664046531603192,0.8179193707232411,1,1,1,1,0,3,1
15,10,Female,Hispanic,2,<HS,Public,Suburban,87.61070388051436,85.97745455237288,75.53194795083928,3.136613972886617,0.9776119037259644,1.5720543711659765,1,0,0,0,0,3,3
15,10,Female,Black,4,Bachelors+,Private,Suburban,78.30795304083199,71.07267789139843,78.97151730470972,3.1208188077412133,0.8924957800925253,1.2742732926667424,1,1,1,1,1,3,3
15,10,Male,Asian,1,HS,Public,Suburban,81.17925355430718,86.89985129251443,74.05687413653804,2.899976398335368,0.9317947158188816,1.3611530091456965,1,1,1,0,0,3,2
17,12,Female,White,4,SomeCollege,Public,Suburban,73.44908907484675,84.25723170782129,86.31926642909032,3.4699779963899577,0.9512056186251692,1.2401035694541285,1,0,0,0,0,2,2
16,11,Female,Black,3,HS,Public,Suburban,88.27819115624666,77.72170895030091,71.64134936303215,2.8817299131422702,0.9327357616583436,1.0227220880727628,1,0,0,1,0,2,4
15,10,Female,White,2,Bachelors+,Private,Suburban,76.59074041208467,76.60176092788194,61.7386107931636,2.834041120320411,0.8960104761757685,0.4703879503719695,1,0,0,0,0,3,3
14,9,Female,Hispanic,4,Bachelors+,Public,Suburban,49.422199308914855,56.94551428012896,51.42502296273658,2.3872850706159108,0.788372973285576,0.5029925308148403,1,1,0,1,0,3,3
17,12,Male,Two-or-more,4,HS,Public,City,81.13908642850967,82.15367712635764,79.74477677739212,3.483289256406932,0.9491506941366796,0.7351885370584819,1,1,0,0,0,3,4
15,10,Male,Black,4,Bachelors+,Public,City,82.48759477767467,83.53270480584419,79.72695514524764,3.2781767217899893,0.9331692965961084,0.6775205841376291,1,0,0,0,0,3,1
15,10,Female,White,3,Bachelors+,Public,Suburban,64.02165953713543,72.00061250079374,79.15364292994846,2.63937726024328,0.8768047838603306,0.6113851077492083,1,0,1,1,0,3,2
15,10,Male,Hispanic,2,<HS,Private,Suburban,81.04326979709464,77.58232318412414,86.0944497766856,3.2951140486277986,0.9258056169869228,1.3216185615628109,1,0,0,0,0,3,2
17,12,Male,Hispanic,1,HS,Public,City,92.68313576774646,89.07715983116813,85.75193588881069,3.2757426713504025,0.97763361716548,1.222867029142233,1,1,0,0,0,3,2
14,9,Male,Hispanic,2,HS,Public,Rural,77.32190346571039,71.33442005818175,76.72632661157922,3.1390826372773137,0.8539754090839395,0.9623973033274064,1,1,0,0,1,5,2
18,12,Female,Hispanic,1,<HS,Public,Suburban,97.77374628181713,98.31620477496028,91.0899728484856,3.596509603967202,0.9991445727783376,1.7979948975250069,1,1,0,0,1,2,2
17,12,Male,Hispanic,2,SomeCollege,Public,Suburban,69.21567479198104,61.55926816679232,72.13714162205348,2.820196021714493,0.8442781115708292,0.6905945937111084,1,1,0,1,1,4,2
15,10,Male,Hispanic,4,Bachelors+,Public,City,70.94323032602622,66.01827934772882,66.65259189474563,2.922443729467427,0.8825892588868263,1.0823716595132085,1,1,1,0,0,4,3
14,9,Female,Two-or-more,1,<HS,Public,City,71.11029240971683,66.62089635714143,68.66718772898598,3.308142791395918,0.853260637878786,0.9255887219541584,1,1,0,0,0,2,2
17,12,Female,Asian,1,SomeCollege,Public,Suburban,66.08924030492115,67.63506745898395,62.59413632434198,2.318923212384812,0.8549897507420969,0.5436916873256983,1,1,0,0,0,3,2
17,12,Male,Asian,2,Bachelors+,Public,Town,67.27577045602682,65.39148783226186,61.640420584356015,1.985477070356328,0.8345458731598465,0.8152306986965285,1,1,0,1,0,4,1
14,9,Male,White,1,SomeCollege,Public,City,99.84772900465462,92.61123668885229,91.59464428785476,4.0,1.0,1.996345348965564,1,0,1,1,0,2,3
14,9,Female,Two-or-more,1,<HS,Public,Town,75.6117772221587,77.34779790346468,73.55707633792592,3.338223096036357,0.8846771086699295,0.9119336856977144,1,0,0,0,0,3,3
18,12,Female,White,2,HS,Public,Suburban,73.4559807754625,72.48057211421902,85.01967938954357,3.456654619031931,0.9348550385965296,1.2632035324047604,1,1,0,0,1,4,1
16,11,Female,Hispanic,4,SomeCollege,Public,Suburban,64.67693825312904,71.8681092478438,59.54270507062976,2.725896302567892,0.8402077934344305,1.038587239417254,1,0,0,0,1,3,1
18,12,Male,Hispanic,4,SomeCollege,Public,Rural,79.94764085068509,83.57506047190444,83.51303607084382,2.886955834925438,0.96523497728802,0.7344343277331367,1,0,1,0,0,2,3
17,12,Male,Black,2,Bachelors+,Public,City,100.0,93.25525975721813,88.16885276175529,3.7656388763341977,1.0,1.4001647168225382,0,1,0,0,1,3,1
15,10,Female,Hispanic,2,<HS,Public,City,63.72936339571127,76.05778030285886,76.14280709830581,2.7368439267939406,0.8831694455830097,1.1874261303634956,1,0,0,0,0,2,1
17,12,Female,Hispanic,1,<HS,Public,Suburban,55.394172209972325,65.125369572767,57.77344444618808,2.5274777968773736,0.8703280203667474,0.4978462130638158,1,1,1,0,0,3,1
16,11,Female,White,2,Bachelors+,Public,Rural,46.85933909682397,40.955708102188325,70.3667340465383,2.1605638410275434,0.7791017787692126,0.8206487603835513,1,0,0,1,1,2,2
15,10,Male,Hispanic,3,SomeCollege,Public,Rural,73.37267997533776,73.08629791580263,66.02428149681037,2.6842057518890177,0.9015147926662715,1.2976828532652585,1,1,1,0,0,4,2
17,12,Male,White,3,HS,Public,Rural,75.170682680364,77.54099688355842,76.96554812254563,3.1084066845887377,0.9166689557530824,0.7675725123018041,1,1,1,0,1,1,1
16,11,Female,White,4,Bachelors+,Public,City,77.50944240706866,91.13471043728694,78.95861879035675,3.058967535351449,0.909400007095683,0.5714800475864791,1,0,0,1,1,4,2
18,12,Female,Hispanic,2,HS,Public,Suburban,55.69079950979733,62.152083369659366,58.80708270582916,2.754481372027017,0.8333811245716464,0.8055402732866397,1,1,0,1,0,3,1
15,10,Male,Other,2,SomeCollege,Public,Suburban,82.75824800181279,78.43177834324837,85.80443385475908,2.860358792728761,0.97484300926198,1.0507312318069209,0,0,0,1,0,5,2
14,9,Male,Black,3,SomeCollege,Private,Suburban,61.36521787524362,63.594793268948855,84.40800197975446,2.125795025790523,0.8961942736149386,0.6319116176937711,1,1,0,1,0,3,1
15,10,Female,White,3,HS,Public,Town,71.60247875983787,82.38888778962942,84.52487638634668,3.4324333081446614,0.921596977973445,0.7173241917556248,1,1,0,1,0,3,1
17,12,Female,Hispanic,4,Bachelors+,Public,Suburban,72.70740028585499,71.92691779166555,67.62724472507301,2.565160004898541,0.8806557139794906,0.8205784457898878,1,1,0,0,0,2,1
17,12,Male,Hispanic,4,SomeCollege,Public,Rural,74.2310033433868,89.79502489639914,79.90895866740924,3.0942927698281646,0.9387714051920952,0.9200857802448078,1,0,0,0,0,4,3
18,12,Female,Hispanic,3,SomeCollege,Public,Rural,60.05817675974232,78.32900553189312,66.00626923078097,2.673665357831821,0.8952264985460147,1.043050202770996,0,0,1,0,0,1,2
14,9,Male,Black,3,<HS,Public,Suburban,71.94920130092723,73.14435575213179,76.69059165405702,3.0643873343870696,0.9310411990104984,1.3401333948448744,1,0,0,0,0,3,3
17,12,Male,White,2,SomeCollege,Public,City,76.7071295756721,78.31282416724362,76.3600909238796,3.01325854515362,0.9088033566419468,1.2470274929155756,0,1,0,1,0,1,1
15,10,Female,White,1,<HS,Public,City,77.94247456372568,67.59865213536476,59.81542656035886,3.183798694446436,0.8489327685572987,0.8829532246324617,1,1,0,0,0,3,4
15,10,Male,White,1,HS,Public,City,62.62899970673104,69.79651393220061,71.05742162710582,2.3089640776178,0.930696905388048,0.61414970401241,0,1,0,1,0,4,3
15,10,Male,Two-or-more,2,Bachelors+,Public,Rural,63.54624810246584,65.85270639565971,59.24922193646364,2.737978046900634,0.8275121181707399,0.29844621673207,1,0,0,1,0,4,1
15,10,Female,White,1,HS,Public,Rural,79.37622230436165,72.13917502537974,66.67208491790707,2.6208589704561884,0.8932409666602819,0.2885252004349643,1,0,0,1,0,4,1
18,12,Female,Black,3,HS,Public,City,61.16807948663608,69.68614594386827,72.4397728165956,2.5372579527815327,0.8813766482599109,0.90249628419463,1,1,0,0,1,3,2
18,12,Female,Hispanic,2,<HS,Public,Rural,74.08306698813024,69.6469249566488,63.53420615860422,2.648433957341315,0.8862704024945242,1.0765253081565556,1,0,0,0,0,3,2
18,12,Male,Asian,4,HS,Public,Suburban,66.99786530496581,68.59433538495908,60.71601887617321,2.627846358806101,0.8698095209641177,0.8475334867213214,1,1,0,0,1,2,1
14,9,Male,White,2,Bachelors+,Public,Rural,83.18395803208696,91.06046186103708,90.60511607087268,3.720162535254919,0.9469957720346612,1.0444364503975934,1,1,0,0,0,2,1
17,12,Male,White,1,<HS,Public,Rural,95.0590627010628,78.92488833489489,84.12374918843385,3.1896443370385503,0.9530740804666972,1.0314894440315925,1,1,1,0,0,2,3
16,11,Male,White,3,HS,Public,Suburban,63.84072403925582,69.70524138084996,73.4936897293575,3.036447533401104,0.8580937063238552,0.6750862122106913,1,1,1,0,0,2,2
15,10,Female,Two-or-more,3,HS,Public,City,87.80637168299208,83.11778670658046,95.52981479660482,2.983622992636544,0.9350029111471496,1.3012813015935705,0,1,0,1,0,1,4
14,9,Male,White,3,HS,Public,City,75.35004273601047,81.98221537094166,79.75243559176016,2.9770748406760936,0.9111815708124508,1.0566483608537047,1,1,1,0,0,3,2
15,10,Female,Hispanic,4,Bachelors+,Public,Suburban,61.795106170534055,62.90662687415915,63.72646885795344,2.6781138972479885,0.8320605016425677,0.7162489672278689,1,1,0,0,1,3,1
16,11,Male,Hispanic,1,SomeCollege,Public,Town,73.61326909504236,72.4843591768477,70.792574171903,3.0190099983851764,0.8647568465613689,0.920900977650433,1,1,1,0,0,5,2
18,12,Female,Hispanic,3,HS,Public,City,58.52040286836855,70.32993408486577,59.8694640865445,2.1208640475991154,0.8558434331799886,0.8860178465618724,1,1,0,1,1,3,1
